periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cas suspects de paludismes vus dans les structures de santé,Cas suspects de paludisme vu par les ASC,Cas suspects de paludisme ayant été testés par GE/FM,Cas suspects de paludisme ayant été testés par TDR,Cas de paludisme simple confirmés par GE/FM dans les structures santé,Cas de paludisme simple confirmé par les ASC (TDR+),Cas de paludisme simple confirmés par TDR dans les structures santé,Cas de paludisme simple traité avec les CTA dans les structures de santé,Cas de paludisme simple confirmés traités avec CTA par les ASC,Cas de paludisme grave confirmés par GE/FM dans les structures de santé,Cas de paludisme grave confirmés par TDR dans les structures santé,Cas de paludisme grave confirmé traité (Artesunate ou Arthemeter ou Quinine injectable),Cas presumés de paludisme grave par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme simple par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme par diagnostic clinique (cas testés négatifs traités et non testés traités par CTA) par les ASC
202404,Avril 2024,202404,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,KWOoDmCIZ7p,Publique,,,6709,82,2908,3653,1143,52,1643,2710,52,1439,1233,2672,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Kati,J6hTtlN58cJ,District Kati,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,KWOoDmCIZ7p,Publique,,,1749,34,112,1572,10,4,317,315,4,12,19,31,3,19,
202404,Avril 2024,202404,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Kayes,ewVYh32nfrg,District Kayes,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,KWOoDmCIZ7p,Publique,,,593,88,,532,0,59,285,285,59,0,13,13,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Kendie,GEckJrEevmh,District Kendie,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,KWOoDmCIZ7p,Publique,,,2390,45,168,2188,47,19,771,815,19,57,181,238,,148,7
202404,Avril 2024,202404,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Kenieba,XSNsPNFAWxQ,District Kenieba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,KWOoDmCIZ7p,Publique,,,390,,75,315,0,,151,151,,19,0,19,4,5,
202404,Avril 2024,202404,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kidal,District Kidal,WoDNtGBc5aC,District Kidal,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,KWOoDmCIZ7p,Publique,,,1880,93,208,1708,81,70,834,914,70,49,181,230,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Kignan,zWgEf23jOKS,District Kignan,,,uD2y9P4ErAF,Confessionnel,,,45,,,45,0,,28,28,,0,17,17,,,
202404,Avril 2024,202404,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,KWOoDmCIZ7p,Publique,,,1038,360,0,1038,0,241,367,367,241,0,171,171,0,90,0
202404,Avril 2024,202404,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,San,District Kimparana,qE1Tom6r0CI,District Kimparana,,,uD2y9P4ErAF,Confessionnel,,,14,,0,14,0,,4,4,,0,1,1,,,
202404,Avril 2024,202404,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,KWOoDmCIZ7p,Publique,,,1890,33,121,1552,71,15,641,712,15,14,146,160,,,
202404,Avril 2024,202404,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kita,District Kita,RktmZHLNKAO,District Kita,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,KWOoDmCIZ7p,Publique,,,999,39,3,816,3,28,272,275,28,0,104,104,9,257,
202404,Avril 2024,202404,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Kléla,aeW6hdTFG0f,District Kléla,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,KWOoDmCIZ7p,Publique,,,2341,140,188,2153,96,61,564,656,67,57,406,463,8,4,
202404,Avril 2024,202404,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Kolokani,WLZDFMYIAcQ,District Kolokani,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,KWOoDmCIZ7p,Publique,,,2146,235,188,1948,57,219,807,837,219,64,438,502,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Kolondieba,CRQVMNajAKY,District Kolondieba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,KWOoDmCIZ7p,Publique,,,638,80,,638,0,47,78,78,47,0,41,41,,,
202404,Avril 2024,202404,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Mopti,District Konna,C0kdwXDPH4v,District Konna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,KWOoDmCIZ7p,Publique,,,965,58,40,902,25,39,496,521,39,10,51,61,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Konseguela,sMipZP8Jvtm,District Konseguela,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,KWOoDmCIZ7p,Publique,,,2527,637,14,2479,7,267,659,650,267,0,139,139,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Koro,SozKhhduxgV,District Koro,,,uD2y9P4ErAF,Confessionnel,,,215,,,215,,,126,126,,,13,13,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,KWOoDmCIZ7p,Publique,,,4226,529,1245,2809,305,413,1373,1678,413,741,410,1151,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Koulikoro,MOdaTbZ5V1J,District Koulikoro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,KWOoDmCIZ7p,Publique,,,946,58,84,862,54,41,362,416,41,21,67,88,22,41,
202404,Avril 2024,202404,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Koumantou,ik0sYpe2Tu2,District Koumantou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,KWOoDmCIZ7p,Publique,,,1146,73,,1146,0,46,464,464,46,0,56,56,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Kouniana,Gt5ExzZbZJq,District Kouniana,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Koury,TrEYjAahulJ,District Koury,,,KWOoDmCIZ7p,Publique,,,1550,302,29,1521,18,177,722,737,177,0,79,79,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Koury,TrEYjAahulJ,District Koury,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Koury,TrEYjAahulJ,District Koury,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Koutiala,cFiYpHc1TeV,District Koutiala,,,KWOoDmCIZ7p,Publique,,,4793,191,1054,3491,137,125,1129,1256,125,147,513,660,66,179,
202404,Avril 2024,202404,,Mali,Koutiala,District Koutiala,cFiYpHc1TeV,District Koutiala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Koutiala,cFiYpHc1TeV,District Koutiala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Tombouctou,District Lere,g63g6TX2asB,District Lere,,,KWOoDmCIZ7p,Publique,,,264,,,261,0,,68,68,,0,23,23,,,
202404,Avril 2024,202404,,Mali,Tombouctou,District Lere,g63g6TX2asB,District Lere,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Tombouctou,District Lere,g63g6TX2asB,District Lere,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Lobougoula,pFsWL26wSDH,District Lobougoula,,,KWOoDmCIZ7p,Publique,,,445,101,,445,0,85,273,273,80,0,143,143,27,26,5
202404,Avril 2024,202404,,Mali,Sikasso,District Lobougoula,pFsWL26wSDH,District Lobougoula,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Lobougoula,pFsWL26wSDH,District Lobougoula,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,KWOoDmCIZ7p,Publique,,,680,126,,680,0,88,344,344,88,0,50,50,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,KWOoDmCIZ7p,Publique,,,2194,154,258,1892,147,51,901,1048,51,44,172,216,,1,3
202404,Avril 2024,202404,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,KWOoDmCIZ7p,Publique,,,2834,724,404,2224,119,491,823,942,491,238,789,1027,44,9,
202404,Avril 2024,202404,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,KWOoDmCIZ7p,Publique,,,932,274,30,876,12,219,436,456,219,8,111,119,,,0
202404,Avril 2024,202404,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,KWOoDmCIZ7p,Publique,,,2075,756,433,1648,168,575,673,841,575,203,344,547,0,0,0
202404,Avril 2024,202404,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Dioila,District Massigui,AIhvGJazi0u,District Massigui,,,KWOoDmCIZ7p,Publique,,,720,310,63,657,32,142,194,226,142,5,122,127,11,16,3
202404,Avril 2024,202404,,Mali,Dioila,District Massigui,AIhvGJazi0u,District Massigui,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Dioila,District Massigui,AIhvGJazi0u,District Massigui,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Menaka,District Menaka,y4cJ8A827xa,District Menaka,,,KWOoDmCIZ7p,Publique,,,1631,56,173,1577,23,24,534,542,24,73,142,215,,,0
202404,Avril 2024,202404,,Mali,Menaka,District Menaka,y4cJ8A827xa,District Menaka,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Menaka,District Menaka,y4cJ8A827xa,District Menaka,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Molobala,LsmfNMFWaH4,District Molobala,,,KWOoDmCIZ7p,Publique,,,782,17,,518,0,11,155,155,11,0,46,46,,46,
202404,Avril 2024,202404,,Mali,Koutiala,District Molobala,LsmfNMFWaH4,District Molobala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koutiala,District Molobala,LsmfNMFWaH4,District Molobala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Douentza,District Mondoro,lgepG4rIfLK,District Mondoro,,,KWOoDmCIZ7p,Publique,,,1132,104,,1132,0,44,344,344,44,0,119,119,,,
202404,Avril 2024,202404,,Mali,Douentza,District Mondoro,lgepG4rIfLK,District Mondoro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Douentza,District Mondoro,lgepG4rIfLK,District Mondoro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Mopti,District Mopti,on8EBjmC4bt,District Mopti,,,KWOoDmCIZ7p,Publique,,,4009,856,227,3524,144,603,1497,1474,603,228,591,819,,,34
202404,Avril 2024,202404,,Mali,Mopti,District Mopti,on8EBjmC4bt,District Mopti,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Mopti,District Mopti,on8EBjmC4bt,District Mopti,,,uD2y9P4ErAF,Confessionnel,,,194,,82,117,49,,84,133,,24,19,43,,,
202404,Avril 2024,202404,,Mali,Nara,District Mourdiah,dg2QFkGrN4v,District Mourdiah,,,KWOoDmCIZ7p,Publique,,,306,28,,306,0,14,155,155,14,0,21,21,,,
202404,Avril 2024,202404,,Mali,Nara,District Mourdiah,dg2QFkGrN4v,District Mourdiah,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Nara,District Mourdiah,dg2QFkGrN4v,District Mourdiah,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Dioila,District Ména,aH3eLeflkzh,District Ména,,,KWOoDmCIZ7p,Publique,,,331,55,22,309,2,26,44,46,23,8,84,92,,,
202404,Avril 2024,202404,,Mali,Dioila,District Ména,aH3eLeflkzh,District Ména,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Dioila,District Ména,aH3eLeflkzh,District Ména,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Douentza,District N'Gouma,wk2UGAPCbar,District N'Gouma,,,KWOoDmCIZ7p,Publique,,,421,237,,421,0,190,108,108,190,0,77,77,,,
202404,Avril 2024,202404,,Mali,Douentza,District N'Gouma,wk2UGAPCbar,District N'Gouma,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Douentza,District N'Gouma,wk2UGAPCbar,District N'Gouma,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Gao,District N'Tillit,BzcEKLgk6E9,District N'Tillit,,,KWOoDmCIZ7p,Publique,,,158,7,,158,0,7,47,47,7,0,7,7,,,
202404,Avril 2024,202404,,Mali,Gao,District N'Tillit,BzcEKLgk6E9,District N'Tillit,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Gao,District N'Tillit,BzcEKLgk6E9,District N'Tillit,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Nampala,liEFIOHME7n,District Nampala,,,KWOoDmCIZ7p,Publique,,,429,403,,429,0,145,132,112,145,0,64,64,,,
202404,Avril 2024,202404,,Mali,Ségou,District Nampala,liEFIOHME7n,District Nampala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Nampala,liEFIOHME7n,District Nampala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Nara,District Nara,xKHqI0GLQV0,District Nara,,,KWOoDmCIZ7p,Publique,,,1322,75,826,496,428,13,299,727,13,177,90,267,0,0,0
202404,Avril 2024,202404,,Mali,Nara,District Nara,xKHqI0GLQV0,District Nara,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Nara,District Nara,xKHqI0GLQV0,District Nara,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Tombouctou,District Niafunké,V1Phbg4JpnJ,District Niafunké,,,KWOoDmCIZ7p,Publique,,,1471,13,198,1239,48,13,565,613,13,9,180,189,,107,
202404,Avril 2024,202404,,Mali,Tombouctou,District Niafunké,V1Phbg4JpnJ,District Niafunké,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Tombouctou,District Niafunké,V1Phbg4JpnJ,District Niafunké,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Niamina,bDrgEHGRkmZ,District Niamina,,,KWOoDmCIZ7p,Publique,,,773,56,0,773,0,17,215,215,17,0,124,124,0,0,2
202404,Avril 2024,202404,,Mali,Koulikoro,District Niamina,bDrgEHGRkmZ,District Niamina,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Niamina,bDrgEHGRkmZ,District Niamina,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Niena,RnafUacJP4d,District Niena,,,KWOoDmCIZ7p,Publique,,,2673,205,111,2423,51,129,1174,1225,129,40,598,638,64,195,1
202404,Avril 2024,202404,,Mali,Sikasso,District Niena,RnafUacJP4d,District Niena,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Sikasso,District Niena,RnafUacJP4d,District Niena,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Ningari,kMSCx2kTtn4,District Ningari,,,KWOoDmCIZ7p,Publique,,,410,32,,410,0,9,149,120,9,0,35,35,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Ningari,kMSCx2kTtn4,District Ningari,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bandiagara,District Ningari,kMSCx2kTtn4,District Ningari,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Niono,nk7s1fmEgm1,District Niono,,,KWOoDmCIZ7p,Publique,,,3484,1265,712,2793,73,655,794,864,655,84,452,536,,2,11
202404,Avril 2024,202404,,Mali,Ségou,District Niono,nk7s1fmEgm1,District Niono,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Ségou,District Niono,nk7s1fmEgm1,District Niono,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Nioro,District Nioro,FazDeCvYpVy,District Nioro,,,KWOoDmCIZ7p,Publique,,,1484,17,151,1323,29,9,240,269,9,33,47,80,,13,
202404,Avril 2024,202404,,Mali,Nioro,District Nioro,FazDeCvYpVy,District Nioro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Nioro,District Nioro,FazDeCvYpVy,District Nioro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Gao,District Ouatagouna,s9R8mkuC1T2,District Ouatagouna,,,KWOoDmCIZ7p,Publique,,,474,221,,474,0,126,194,191,126,0,142,142,,,
202404,Avril 2024,202404,,Mali,Gao,District Ouatagouna,s9R8mkuC1T2,District Ouatagouna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Gao,District Ouatagouna,s9R8mkuC1T2,District Ouatagouna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Ouelessebougou,pxhFqazkqJr,District Ouelessebougou,,,KWOoDmCIZ7p,Publique,,,4544,321,417,4121,271,226,1529,1798,226,142,629,771,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Ouelessebougou,pxhFqazkqJr,District Ouelessebougou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Bougouni,District Ouelessebougou,pxhFqazkqJr,District Ouelessebougou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Oussoubidiagna,BYc8p4oXPS3,District Oussoubidiagna,,,KWOoDmCIZ7p,Publique,,,1215,6,,1215,0,,194,172,,0,48,48,6,100,
202404,Avril 2024,202404,,Mali,Kayes,District Oussoubidiagna,BYc8p4oXPS3,District Oussoubidiagna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Oussoubidiagna,BYc8p4oXPS3,District Oussoubidiagna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Sadiola,iyrff2CsHGs,District Sadiola,,,KWOoDmCIZ7p,Publique,,,1354,31,,1354,0,21,377,376,21,0,110,110,,,
202404,Avril 2024,202404,,Mali,Kayes,District Sadiola,iyrff2CsHGs,District Sadiola,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kayes,District Sadiola,iyrff2CsHGs,District Sadiola,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kita,District Sagabari,O0dNwvJikKG,District Sagabari,,,KWOoDmCIZ7p,Publique,,,1827,62,15,1784,0,42,793,793,42,5,107,112,,,
202404,Avril 2024,202404,,Mali,Kita,District Sagabari,O0dNwvJikKG,District Sagabari,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Kita,District Sagabari,O0dNwvJikKG,District Sagabari,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,San,District San,y1PVbdzmPfn,District San,,,KWOoDmCIZ7p,Publique,,,2250,321,97,2153,32,229,650,682,229,46,185,231,0,0,0
202404,Avril 2024,202404,,Mali,San,District San,y1PVbdzmPfn,District San,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,San,District San,y1PVbdzmPfn,District San,,,uD2y9P4ErAF,Confessionnel,,,174,,4,170,0,,99,99,,4,51,55,0,0,
202404,Avril 2024,202404,,Mali,Koulikoro,District Sanankoroba,b6jCW51ESZC,District Sanankoroba,,,KWOoDmCIZ7p,Publique,,,846,40,553,293,349,23,193,542,23,118,51,169,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Sanankoroba,b6jCW51ESZC,District Sanankoroba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202404,Avril 2024,202404,,Mali,Koulikoro,District Sanankoroba,b6jCW51ESZC,District Sanankoroba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
